year,season,gender,sport,discipline,name,noc,team,height,weight,medal
1976,Summer,Women,Swimming,4 x 100 metres Medley Relay,Anne Elizabeth Jardin (-Alexander),CAN,Canada,179.0,77.0,Bronze
1968,Summer,Men,Sailing,5.5 metres,Adrian Jardine,GBR,Great Britain,175.0,62.0,Bronze
1976,Summer,Men,Athletics,4 x 400 metres Relay,Zbigniew Jaremski,POL,Poland,182.0,75.0,Silver
1948,Winter,Men,Ice Hockey,Ice Hockey,Zdenk Jarkovsk,TCH,Czechoslovakia,,,Silver
1988,Summer,Men,Cycling,100 kilometres Team Time Trial,Anders Torsten Martin Jarl (Johansson-),SWE,Sweden,,,Bronze
1908,Summer,Men,Gymnastics,Team All-Around,Johan Jonatan Assaf Jarln,SWE,Sweden,,,Gold
2008,Summer,Women,Weightlifting,Featherweight,Prapawadee Jaroenrattanatarakoon,THA,Thailand,157.0,54.0,Gold
2012,Summer,Women,Basketball,Basketball,Rachel Jarry,AUS,Australia,186.0,77.0,Bronze
1988,Summer,Men,Tennis,Doubles,Anders Per Jrryd,SWE,Sweden,180.0,70.0,Bronze
1988,Winter,Men,Ice Hockey,Ice Hockey,Iiro Petteri Jrvi,FIN,Finland,187.0,91.0,Silver
2000,Summer,Men,Sailing,Skiff,Jyrki Heikki Jrvi,FIN,Finland,188.0,78.0,Gold
1928,Summer,Men,Athletics,Decathlon,Akilles Eero Johannes Jrvinen,FIN,Finland,187.0,86.0,Silver
1932,Summer,Men,Athletics,Decathlon,Akilles Eero Johannes Jrvinen,FIN,Finland,187.0,86.0,Silver
1932,Summer,Men,Athletics,Javelin Throw,Matti Henrikki Jrvinen,FIN,Finland,186.0,76.0,Gold
1906,Summer,Men,Athletics,Discus Throw,"Venne ""Verner"" Jrvinen",FIN,Finland,182.0,95.0,Bronze
1906,Summer,Men,Athletics,"Discus Throw, Greek Style","Venne ""Verner"" Jrvinen",FIN,Finland,182.0,95.0,Gold
1908,Summer,Men,Athletics,"Discus Throw, Greek Style","Venne ""Verner"" Jrvinen",FIN,Finland,182.0,95.0,Bronze
1900,Summer,Men,Athletics,100 metres,Frank Washington Jarvis,USA,United States,167.0,58.0,Gold
1900,Summer,Men,Water Polo,Water Polo,John Arthur Jarvis,GBR,"Osborne Swimming Club, Manchester",,,Gold
1900,Summer,Men,Swimming,"1,000 metres Freestyle",John Arthur Jarvis,GBR,Great Britain,,,Gold
1900,Summer,Men,Swimming,"4,000 metres Freestyle",John Arthur Jarvis,GBR,Great Britain,,,Gold
1906,Summer,Men,Swimming,400 metres Freestyle,John Arthur Jarvis,GBR,Great Britain,,,Bronze
1906,Summer,Men,Swimming,One Mile Freestyle,John Arthur Jarvis,GBR,Great Britain,,,Silver
1906,Summer,Men,Swimming,4 x 250 metres Freestyle Relay,John Arthur Jarvis,GBR,Great Britain,,,Bronze
1972,Summer,Men,Handball,Handball,Vladimr Jar,TCH,Czechoslovakia,183.0,79.0,Silver
1980,Summer,Women,Diving,Platform,"Martina Jschke (-Scheidewig, -Flle)",GDR,East Germany,162.0,54.0,Gold
2000,Summer,Men,Basketball,Basketball,arnas Jasikeviius,LTU,Lithuania,193.0,92.0,Bronze
2016,Summer,Men,Athletics,Discus Throw,Daniel Jasinski,GER,Germany,207.0,120.0,Bronze
1932,Summer,Men,Wrestling,"Bantamweight, Freestyle",Tuomas Aatos Jaskari (-Yli-Jaskari),FIN,Finland,,,Bronze
1988,Summer,Men,Cycling,100 kilometres Team Time Trial,Zenon Wadysaw Jaskua,POL,Poland,183.0,77.0,Silver
2004,Summer,Women,Synchronized Swimming,Team,"Rebecca ""Becky"" Jasontek (-Tomsic)",USA,United States,162.0,58.0,Bronze
1932,Summer,Men,Rowing,Coxed Eights,"Burton Albert ""Burt"" Jastram",USA,United States,184.0,84.0,Gold
1964,Summer,Men,Swimming,200 metres Breaststroke,"Chester Andrew ""Chet"" Jastremski",USA,United States,175.0,80.0,Bronze
1968,Summer,Men,Swimming,4 x 100 metres Medley Relay,"Chester Andrew ""Chet"" Jastremski",USA,United States,175.0,80.0,Gold
1960,Summer,Men,Basketball,Basketball,Jatyr Eduardo Schall,BRA,Brazil,186.0,85.0,Bronze
1964,Summer,Men,Basketball,Basketball,Jatyr Eduardo Schall,BRA,Brazil,186.0,85.0,Bronze
1984,Summer,Men,Rowing,Coxed Eights,"Robert C. ""Bob"" Jaugstetter",USA,United States,159.0,49.0,Silver
2014,Winter,Men,Cross Country Skiing,Team Sprint,Sami Olavi Jauhojrvi,FIN,Finland,174.0,68.0,Gold
1980,Summer,Men,Handball,Handball,Hans-Georg Jaunich,GDR,East Germany,185.0,81.0,Gold
1956,Summer,Women,Athletics,Javelin Throw,Inese Jaunzeme (-Goba),URS,Soviet Union,169.0,70.0,Gold
1924,Summer,Men,Rugby,Rugby,Adolphe Jaurguy,FRA,France,183.0,78.0,Silver
1972,Summer,Men,Wrestling,"Light-Flyweight, Freestyle",Ibrahim Javadi Pour,IRI,Iran,160.0,54.0,Bronze
2008,Summer,Men,Boxing,Lightweight,Hrachik Javakhyan,ARM,Armenia,178.0,63.0,Bronze
1960,Summer,Men,Fencing,"epee, Individual",Allan Louis Neville Jay,GBR,Great Britain,175.0,80.0,Silver
1960,Summer,Men,Fencing,"epee, Team",Allan Louis Neville Jay,GBR,Great Britain,175.0,80.0,Silver
2010,Winter,Men,Biathlon,10 kilometres Sprint,Vincent Nicolas Jay,FRA,France,182.0,73.0,Gold
2010,Winter,Men,Biathlon,12.5 kilometres Pursuit,Vincent Nicolas Jay,FRA,France,182.0,73.0,Bronze
2000,Summer,Women,Athletics,200 metres,Kameradin Susanthika Jayasinghe,SRI,Sri Lanka,168.0,62.0,Silver
2000,Summer,Men,Swimming,4 x 100 metres Freestyle Relay,Carlos Alberto Borges Jayme,BRA,Brazil,190.0,90.0,Bronze
2010,Winter,Men,Short Track Speed Skating,"5,000 metres Relay",Travis Jayner,USA,United States,185.0,75.0,Bronze
1996,Summer,Men,Hockey,Hockey,Erik Alexander Jazet,NED,Netherlands,196.0,86.0,Gold
2000,Summer,Men,Hockey,Hockey,Erik Alexander Jazet,NED,Netherlands,196.0,86.0,Gold
2004,Summer,Men,Hockey,Hockey,Erik Alexander Jazet,NED,Netherlands,196.0,86.0,Silver
1960,Summer,Men,Athletics,"1,500 metres",Michel Jazy,FRA,France,175.0,65.0,Silver
1992,Summer,Men,Football,Football,Marcin Stanisaw Jaocha,POL,Poland,178.0,78.0,Silver
2010,Winter,Men,Short Track Speed Skating,"5,000 metres Relay",Olivier Jean,CAN,Canada,188.0,83.0,Gold
1900,Summer,Men,Sailing,2-3 Ton,mile Jean-Fontaine,FRA,Gwendoline-2,,,Bronze
1956,Summer,Men,Basketball,Basketball,"Robert Eugene ""Bob"" Jeangerard",USA,United States,190.0,86.0,Gold
2004,Summer,Men,Fencing,"epee, Team",Fabrice Jeannet,FRA,France,193.0,85.0,Gold
2008,Summer,Men,Fencing,"epee, Individual",Fabrice Jeannet,FRA,France,193.0,85.0,Silver
2008,Summer,Men,Fencing,"epee, Team",Fabrice Jeannet,FRA,France,193.0,85.0,Gold
2004,Summer,Men,Fencing,"epee, Team",Jrme Jeannet,FRA,France,190.0,85.0,Gold
2008,Summer,Men,Fencing,"epee, Team",Jrme Jeannet,FRA,France,190.0,85.0,Gold
1984,Summer,Men,Football,Football,Philippe Jeannol,FRA,France,184.0,73.0,Gold
1920,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Constance Mabel ""Connie"" Jeans",GBR,Great Britain,,,Silver
1924,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Constance Mabel ""Connie"" Jeans",GBR,Great Britain,,,Silver
1912,Summer,Men,Sailing,8 metres,Christian Fredrik Jebe,NOR,Taifun,,,Gold
2016,Summer,Women,Athletics,"3,000 metres Steeplechase",Ruth Jebet,BRN,Bahrain,162.0,51.0,Gold
1956,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,"Perry Timothy ""Tim"" Jecko",USA,United States,186.0,73.0,Silver
2000,Summer,Men,Canoeing,"Canadian Doubles, 500 metres",Daniel Jdraszko,POL,Poland,192.0,92.0,Silver
2004,Summer,Women,Swimming,400 metres Freestyle,Otylia Jdrzejczak,POL,Poland,187.0,73.0,Silver
2004,Summer,Women,Swimming,100 metres Butterfly,Otylia Jdrzejczak,POL,Poland,187.0,73.0,Silver
2004,Summer,Women,Swimming,200 metres Butterfly,Otylia Jdrzejczak,POL,Poland,187.0,73.0,Gold
1996,Summer,Men,Equestrianism,"Three-Day Event, Team",Vaughn Fraser Jefferis,NZL,New Zealand,177.0,70.0,Bronze
1932,Summer,Men,Athletics,Pole Vault,George Gordon Jefferson,USA,United States,173.0,68.0,Bronze
1900,Summer,Men,Sailing,3-10 Ton,Harry Wyndham Jefferson,GBR,Bona Fide,,,Gold
2004,Summer,Men,Basketball,Basketball,Richard Allen Jefferson,USA,United States,203.0,102.0,Bronze
1984,Summer,Men,Athletics,200 metres,Thomas Theodore Jefferson,USA,United States,183.0,75.0,Bronze
2004,Summer,Women,Swimming,4 x 200 metres Freestyle Relay,"Rhiannon ""Rhi"" Jeffrey",USA,United States,182.0,76.0,Gold
2008,Summer,Men,Boxing,Light-Heavyweight,Tony David Jeffries (Bryce-),GBR,Great Britain,188.0,81.0,Bronze
1920,Summer,Men,Shooting,"Military Pistol, Team",Joseph Jehle,SUI,Switzerland,,,Bronze
1920,Summer,Men,Shooting,"Military Rifle, 300 metres and 600 metres, Prone, Team",Joseph Jehle,SUI,Switzerland,,,Bronze
1996,Summer,Men,Handball,Handball,Vladimir Jeli,CRO,Croatia,,,Gold
2000,Summer,Men,Water Polo,Water Polo,Viktor Jeleni,SCG,Serbia and Montenegro,203.0,104.0,Bronze
2004,Summer,Men,Water Polo,Water Polo,Viktor Jeleni,SCG,Serbia and Montenegro,203.0,104.0,Silver
2008,Summer,Women,Athletics,800 metres,Pamela Jelimo (Chelimo),KEN,Kenya,175.0,60.0,Gold
1924,Summer,Men,Rowing,Coxed Fours,"Sidney Carter ""Sid"" Jelinek",USA,United States,,,Bronze
1992,Winter,Men,Ice Hockey,Ice Hockey,Tom Jelnek,TCH,Czechoslovakia,175.0,86.0,Bronze
2008,Summer,Men,Rowing,Quadruple Sculls,Micha Jeliski,POL,Poland,194.0,89.0,Gold
1908,Summer,Men,Sailing,12 metres,John Fletcher Jellico,GBR,Mouchette-2,,,Silver
1968,Summer,Men,Athletics,4 x 400 metres Relay,Martin Jellinghaus,FRG,West Germany,187.0,83.0,Bronze
1976,Summer,Men,Basketball,Basketball,Vinko Jelovac,YUG,Yugoslavia,208.0,94.0,Silver
1948,Summer,Men,Water Polo,Water Polo,Lszl Jeney,HUN,Hungary,181.0,77.0,Silver
1952,Summer,Men,Water Polo,Water Polo,Lszl Jeney,HUN,Hungary,181.0,77.0,Gold
1956,Summer,Men,Water Polo,Water Polo,Lszl Jeney,HUN,Hungary,181.0,77.0,Gold
1960,Summer,Men,Water Polo,Water Polo,Lszl Jeney,HUN,Hungary,181.0,77.0,Bronze
1956,Summer,Men,Athletics,400 metres,"Charles Lamont ""Charlie"" Jenkins, Sr.",USA,United States,186.0,74.0,Gold
1956,Summer,Men,Athletics,4 x 400 metres Relay,"Charles Lamont ""Charlie"" Jenkins, Sr.",USA,United States,186.0,74.0,Gold
1992,Summer,Men,Athletics,4 x 400 metres Relay,"Charles Lamont ""Chip"" Jenkins, Jr.",USA,United States,186.0,77.0,Gold
1956,Winter,Men,Figure Skating,Singles,David Wilkinson Jenkins,USA,United States,,,Bronze
1960,Winter,Men,Figure Skating,Singles,David Wilkinson Jenkins,USA,United States,,,Gold
1972,Summer,Men,Athletics,4 x 400 metres Relay,David Andrew Jenkins,GBR,Great Britain,190.0,82.0,Silver
1956,Winter,Men,Figure Skating,Singles,Hayes Alan Jenkins,USA,United States,,,Gold
2006,Winter,Women,Curling,Curling,Sandra Jenkins (Rippel-),CAN,Canada,173.0,59.0,Bronze
2014,Winter,Women,Ice Hockey,Ice Hockey,Brianne Alexandra Jenner,CAN,Canada,175.0,70.0,Gold
1976,Summer,Men,Athletics,Decathlon,William Bruce (-Caitlyn Marie) Jenner,USA,United States,188.0,88.0,Gold
2016,Summer,Women,Rowing,Lightweight Double Sculls,Lindsay Jennerich,CAN,Canada,165.0,59.0,Silver
1924,Summer,Men,Rowing,Coxed Pairs,"Edward Francis ""Ed"" Jennings",USA,United States,157.0,44.0,Bronze
1932,Summer,Men,Rowing,Coxed Pairs,"Edward Francis ""Ed"" Jennings",USA,United States,157.0,44.0,Gold
1992,Summer,Women,Athletics,"10,000 metres",Lynn A. Jennings (Hill-),USA,United States,165.0,50.0,Bronze
2012,Summer,Men,Taekwondo,Featherweight,Terrence DeAndre Jennings,USA,United States,175.0,67.0,Bronze
2012,Summer,Men,Hockey,Hockey,Tim Antonius Jenniskens,NED,Netherlands,186.0,72.0,Silver
1912,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Sren Alfred Jensen,DEN,Denmark,,,Silver
1948,Summer,Men,Canoeing,"Kayak Doubles, 1,000 metres",Jacob Bernhard Christian Jensen,DEN,Denmark,,,Silver
1980,Winter,Women,Speed Skating,"3,000 metres",Bjrg Eva Jensen,NOR,Norway,175.0,66.0,Gold
1908,Summer,Men,Wrestling,"Light-Heavyweight, Greco-Roman",Carl Marinus Jensen,DEN,Denmark,,85.0,Bronze
1912,Summer,Men,Gymnastics,"Team All-Around, Free System",Charles Kristoffer Peter Jensen,DEN,Denmark,,,Bronze
2000,Summer,Women,Football,Football,Christine Be Jensen,NOR,Norway,168.0,58.0,Gold
2004,Summer,Women,Sailing,Three Person Keelboat,Dorte Oppelstrup Jensen,DEN,Denmark,167.0,75.0,Bronze
1912,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Erling Jensen,NOR,Norway,,,Bronze
2016,Summer,Men,Handball,Handball,Henrik Mllgaard Jensen,DEN,Denmark,197.0,102.0,Gold
2012,Summer,Men,Sailing,Skiff,Iain Jensen,AUS,Australia,186.0,80.0,Gold
2016,Summer,Men,Sailing,Skiff,Iain Jensen,AUS,Australia,186.0,80.0,Silver
1948,Summer,Men,Football,Football,Tage Ivan Linde Jensen,DEN,Denmark,,,Bronze
1912,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Jens Kristian Jensen (-Byge),DEN,Denmark,,,Silver
2004,Summer,Men,Swimming,"1,500 metres Freestyle",Larsen Alan Jensen,USA,United States,185.0,88.0,Silver
2008,Summer,Men,Swimming,400 metres Freestyle,Larsen Alan Jensen,USA,United States,185.0,88.0,Bronze
1972,Summer,Men,Weightlifting,Light-Heavyweight,Leif Gran Jensen,NOR,Norway,165.0,78.0,Gold
2000,Summer,Men,Baseball,Baseball,Marcus Christian Jensen,USA,United States,190.0,92.0,Gold
1968,Summer,Men,Cycling,"Individual Pursuit, 4,000 metres",Mogens Frey Jensen (-Frey),DEN,Denmark,176.0,75.0,Silver
1968,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Mogens Frey Jensen (-Frey),DEN,Denmark,176.0,75.0,Gold
1960,Summer,Men,Football,Football,Poul Jensen,DEN,Denmark,175.0,68.0,Silver
1976,Summer,Men,Sailing,Three Person Keelboat,Poul Richard Hj Jensen,DEN,Denmark,183.0,78.0,Gold
1980,Summer,Men,Sailing,Three Person Keelboat,Poul Richard Hj Jensen,DEN,Denmark,183.0,78.0,Gold
1906,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Sren Marinus Jensen,DEN,Denmark,,,Gold
1906,Summer,Men,Wrestling,"All-Around, Greco-Roman",Sren Marinus Jensen,DEN,Denmark,,,Gold
1908,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Sren Marinus Jensen,DEN,Denmark,,,Bronze
1912,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Sren Marinus Jensen,DEN,Denmark,,,Bronze
1912,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Thor Andreas Marius Jensen,NOR,Norway,,,Bronze
2004,Summer,Women,Handball,Handball,Trine Jensen (-Skovgaard Nielsen),DEN,Denmark,176.0,70.0,Gold
1948,Summer,Men,Football,Football,Hans Viggo Jensen,DEN,Denmark,178.0,76.0,Bronze
1896,Summer,Men,Weightlifting,"Unlimited, One Hand",Alexander Viggo Jensen,DEN,Denmark,,,Silver
1896,Summer,Men,Weightlifting,"Unlimited, Two Hands",Alexander Viggo Jensen,DEN,Denmark,,,Gold
1896,Summer,Men,Shooting,"Free Rifle, Three Positions, 300 metres",Alexander Viggo Jensen,DEN,Denmark,,,Bronze
1984,Summer,Women,Equestrianism,"Dressage, Individual",Anne Grethe Jensen-Trnblad,DEN,Denmark,174.0,62.0,Silver
2008,Summer,Women,Equestrianism,"Dressage, Team",Anne Jensen-van Olst,DEN,Clearwater,184.0,70.0,Bronze
1988,Summer,Women,Gymnastics,Team All-Around,Martina Jentsch,GDR,East Germany,161.0,52.0,Bronze
1988,Summer,Men,Weightlifting,Flyweight,Jeon Byeong-Gwan,KOR,South Korea,155.0,56.0,Silver
1992,Summer,Men,Weightlifting,Bantamweight,Jeon Byeong-Gwan,KOR,South Korea,155.0,56.0,Gold
1984,Summer,Men,Boxing,Lightweight,Jeon Chil-Seong,KOR,South Korea,170.0,64.0,Bronze
2006,Winter,Women,Short Track Speed Skating,"3,000 metres Relay",Jeon Da-Hye,KOR,South Korea,170.0,63.0,Gold
1996,Summer,Men,Judo,Middleweight,Jeon Gi-Yeong,KOR,South Korea,,,Gold
1976,Summer,Men,Wrestling,"Flyweight, Freestyle",Jeon Hae-Seop,KOR,South Korea,160.0,52.0,Bronze
2012,Summer,Women,Fencing,"Foil, Team",Jeon Hui-Suk,KOR,South Korea,169.0,60.0,Bronze
1994,Winter,Women,Short Track Speed Skating,"1,000 metres",Jeon I-Gyeong,KOR,South Korea,163.0,54.0,Gold
1994,Winter,Women,Short Track Speed Skating,"3,000 metres Relay",Jeon I-Gyeong,KOR,South Korea,163.0,54.0,Gold
1998,Winter,Women,Short Track Speed Skating,500 metres,Jeon I-Gyeong,KOR,South Korea,163.0,54.0,Bronze
1998,Winter,Women,Short Track Speed Skating,"1,000 metres",Jeon I-Gyeong,KOR,South Korea,163.0,54.0,Gold
1998,Winter,Women,Short Track Speed Skating,"3,000 metres Relay",Jeon I-Gyeong,KOR,South Korea,163.0,54.0,Gold
1988,Summer,Men,Archery,Team,Jeon In-Su,KOR,South Korea,171.0,69.0,Gold
2000,Summer,Men,Hockey,Hockey,Jeon Jong-Gwon,KOR,South Korea,177.0,74.0,Silver
2000,Summer,Men,Hockey,Hockey,Jeon Jong-Ha,KOR,South Korea,178.0,75.0,Silver
1996,Summer,Women,Hockey,Hockey,Jeon Yeong-Seon,KOR,South Korea,,,Silver
2016,Summer,Women,Judo,Extra-Lightweight,Jeong Bo-Kyeong,KOR,South Korea,153.0,51.0,Silver
2000,Summer,Men,Judo,Extra-Lightweight,Jeong Bu-Gyeong,KOR,South Korea,173.0,60.0,Silver
2000,Summer,Men,Baseball,Baseball,Jeong Dae-Hyeon,KOR,South Korea,185.0,98.0,Bronze
2008,Summer,Men,Baseball,Baseball,Jeong Dae-Hyeon,KOR,South Korea,185.0,98.0,Gold
1988,Summer,Women,Hockey,Hockey,Jeong Eun-Gyeong,KOR,South Korea,163.0,62.0,Silver
2008,Summer,Men,Baseball,Baseball,Jeong Geun-U,KOR,South Korea,174.0,75.0,Gold
2012,Summer,Women,Fencing,"Foil, Team",Jeong Gil-Ok,KOR,South Korea,168.0,56.0,Bronze
2016,Summer,Women,Badminton,Doubles,Jeong Gyeong-Eun,KOR,South Korea-1,172.0,59.0,Bronze
2008,Summer,Women,Judo,Half-Heavyweight,Jeong Gyeong-Mi,KOR,South Korea,169.0,78.0,Bronze
1984,Summer,Women,Handball,Handball,Jeong Hoe-Sun,KOR,South Korea,164.0,57.0,Silver
1992,Summer,Men,Judo,Lightweight,Jeong Hun,KOR,South Korea,,,Bronze
2012,Summer,Women,Fencing,"epee, Team",Jeong Hyo-Jeong,KOR,South Korea,168.0,64.0,Silver
1992,Summer,Men,Archery,Individual,Jeong Jae-Heon,KOR,South Korea,,,Silver
2012,Summer,Men,Badminton,Doubles,Jeong Jae-Seong,KOR,South Korea-1,168.0,69.0,Bronze
2004,Summer,Men,Wrestling,"Lightweight, Greco-Roman",Jeong Ji-Hyeon,KOR,South Korea,165.0,60.0,Gold
2012,Summer,Men,Fencing,"epee, Individual",Jeong Jin-Seon,KOR,South Korea,185.0,83.0,Bronze
2000,Summer,Men,Baseball,Baseball,Jeong Min-Tae,KOR,South Korea,183.0,90.0,Bronze
1984,Summer,Women,Basketball,Basketball,Jeong Myeong-Hui,KOR,South Korea,180.0,68.0,Silver
1988,Summer,Women,Hockey,Hockey,Jeong Sang-Hyeon,KOR,South Korea,162.0,53.0,Silver
1996,Summer,Women,Judo,Lightweight,Jeong Seon-Yong,KOR,South Korea,,,Silver
2012,Summer,Men,Football,Football,Jeong Seong-Ryong,KOR,South Korea,190.0,88.0,Bronze
1996,Summer,Women,Judo,Half-Middleweight,Jeong Seong-Suk,KOR,South Korea,165.0,63.0,Bronze
2000,Summer,Women,Judo,Half-Middleweight,Jeong Seong-Suk,KOR,South Korea,165.0,63.0,Bronze
1964,Summer,Men,Boxing,Bantamweight,Jeong Sin-Jo,KOR,South Korea,162.0,51.0,Silver
1992,Summer,Women,Badminton,Doubles,Jeong So-Yeong,KOR,South Korea-2,,,Gold
2000,Summer,Men,Baseball,Baseball,Jeong Su-Geun,KOR,South Korea,178.0,67.0,Bronze
1984,Summer,Women,Handball,Handball,Jeong Sun-Bok,KOR,South Korea,168.0,55.0,Silver
1976,Summer,Women,Volleyball,Volleyball,Jeong Sun-Ok,KOR,South Korea,173.0,68.0,Bronze
2012,Summer,Men,Football,Football,Jeong U-Yeong,KOR,South Korea,186.0,78.0,Bronze
2008,Summer,Women,Athletics,"3,000 metres Steeplechase",Eunice Jepkorir Kertich,KEN,Kenya,164.0,48.0,Silver
2008,Summer,Women,Athletics,800 metres,Janeth Jepkosgei Busienei,KEN,Kenya,167.0,47.0,Silver
2008,Summer,Men,Baseball,Baseball,Kevin Martin Jepsen,USA,United States,190.0,97.0,Bronze
2012,Summer,Women,Athletics,Marathon,Priscah Jeptoo (-Chepsirut),KEN,Kenya,165.0,49.0,Silver
1980,Summer,Women,Handball,Handball,Slavica Jeremi,YUG,Yugoslavia,174.0,76.0,Silver
2016,Summer,Men,Fencing,"epee, Team",Daniel Jrent,FRA,France,189.0,84.0,Gold
1980,Winter,Women,Cross Country Skiing,5 kilometres,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",TCH,Czechoslovakia,162.0,57.0,Bronze
1984,Winter,Women,Cross Country Skiing,5 kilometres,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",TCH,Czechoslovakia,162.0,57.0,Bronze
1984,Winter,Women,Cross Country Skiing,4 x 5 kilometres Relay,"Kvtoslava ""Kvta"" Jeriov (-Peckov)",TCH,Czechoslovakia,162.0,57.0,Silver
1976,Summer,Men,Basketball,Basketball,eljko Jerkov,YUG,Yugoslavia,208.0,94.0,Silver
1980,Summer,Men,Basketball,Basketball,eljko Jerkov,YUG,Yugoslavia,208.0,94.0,Gold
1956,Winter,Men,Cross Country Skiing,15 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Silver
1956,Winter,Men,Cross Country Skiing,30 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Silver
1956,Winter,Men,Cross Country Skiing,50 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Gold
1956,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Bronze
1960,Winter,Men,Cross Country Skiing,15 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Silver
1960,Winter,Men,Cross Country Skiing,30 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Gold
1964,Winter,Men,Cross Country Skiing,15 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Bronze
1964,Winter,Men,Cross Country Skiing,50 kilometres,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Gold
1964,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Edy Sixten Jernberg,SWE,Sweden,177.0,72.0,Gold
2012,Summer,Men,Handball,Handball,Eric Gsta Magnus Jernemyr,SWE,Sweden,200.0,113.0,Silver
1912,Summer,Men,Shooting,"Military Rifle, 200, 400, 500 and 600 metres, Team",Karl Werner Jernstrm,SWE,Sweden,,,Bronze
1964,Summer,Men,Athletics,100 metres,"Henry Winston ""Harry"" Jerome",CAN,Canada,180.0,77.0,Bronze
1996,Summer,Women,Canoeing,"Kayak Singles, Slalom",Myriam Jerusalmi-Fox,FRA,France,160.0,53.0,Bronze
1972,Summer,Men,Archery,Individual,Gunnar Jervill,SWE,Sweden,174.0,70.0,Silver
1908,Summer,Men,Rowing,Coxed Eights,"Frederick Harold ""Frank"" Jerwood",GBR,Cambridge University Boat Club-2,,74.0,Bronze
1960,Summer,Women,Athletics,4 x 100 metres Relay,"Celina Jesionowska (-Gerwin, -Orzechowska)",POL,Poland,164.0,55.0,Bronze
1992,Summer,Men,Sailing,Two Person Keelboat,Eric Albert Jespersen,CAN,Canada,187.0,113.0,Bronze
2004,Summer,Women,Sailing,Three Person Keelboat,Helle Mller Jespersen,DEN,Denmark,176.0,67.0,Bronze
1906,Summer,Men,Gymnastics,Team All-Around,Per (Peder-) Mathias Jespersen (Olsen-),NOR,Norway,,,Gold
1908,Summer,Men,Gymnastics,Team All-Around,Per (Peder-) Mathias Jespersen (Olsen-),NOR,Norway,,,Silver
1960,Summer,Men,Canoeing,Kayak Relay 4 x 500 metres,Erling Jessen,DEN,Denmark,174.0,75.0,Bronze
1984,Summer,Men,Rowing,Coxless Fours,Michael Adler Jessen (-Durbahn),DEN,Denmark,192.0,86.0,Bronze
1924,Summer,Women,Tennis,Doubles,"Marion Hall Jessup (Zinderstein-, -MacLure)",USA,United States-2,163.0,,Silver
2012,Summer,Women,Athletics,100 metres,Carmelita Jeter,USA,United States,163.0,59.0,Silver
2012,Summer,Women,Athletics,200 metres,Carmelita Jeter,USA,United States,163.0,59.0,Bronze
2012,Summer,Women,Athletics,4 x 100 metres Relay,Carmelita Jeter,USA,United States,163.0,59.0,Gold
1992,Summer,Men,Athletics,4 x 100 metres Relay,James Sherman Jett,USA,United States,180.0,75.0,Gold
1998,Winter,Men,Cross Country Skiing,30 kilometres,Erling Jevne,NOR,Norway,186.0,80.0,Silver
